CURRENCY,BASE,VALID_FROM,VALID_TO,RATE
DKK,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,7.4625
HRK,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,7.5345
RON,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,4.9750
BAM,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,1.9609
NOK,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,11.8095
UAH,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,44.1252
TRY,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,37.6265
GBP,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,0.8411
USD,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,1.0530
BGN,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,1.9558
RUB,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,117.2010
ALL,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,98.8250
INR,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,90.8800
HUF,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,408.7800
CLP,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,1036.3100
CAD,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,1.5096
PLN,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,4.2193
MXN,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,21.5878
SEK,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,11.4960
BRL,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,6.2375
CZK,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,25.1020
RSD,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,117.0850
CHF,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,0.9453
MKD,EUR,2025-01-28 00:00:01.000 +0100,2025-01-29 00:00:01.000 +0100,61.4800
HRK,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,7.5345
RSD,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,117.0750
RON,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,4.9761
NOK,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,11.7495
BGN,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,1.9558
DKK,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,7.4614
CLP,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,1030.4850
RUB,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,117.2010
CHF,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,0.9494
PLN,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,4.2138
USD,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,1.0472
UAH,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,43.9699
SEK,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,11.4590
MXN,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,21.2056
GBP,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,0.8441
CAD,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,1.5015
CZK,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,25.0970
HUF,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,408.8500
BAM,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,1.9608
TRY,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,37.3769
BRL,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,6.1866
ALL,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,98.4500
MKD,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,61.5650
INR,EUR,2025-01-27 00:00:01.000 +0100,2025-01-28 00:00:01.000 +0100,90.3300
CAD,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,1.5015
HRK,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,7.5345
BAM,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,1.9608
INR,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,90.3300
PLN,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,4.2138
HUF,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,408.8500
NOK,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,11.7495
DKK,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,7.4614
RUB,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,117.2010
BRL,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,6.1866
SEK,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,11.4590
CHF,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,0.9494
UAH,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,43.9699
MXN,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,21.2056
ALL,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,98.4500
RON,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,4.9761
CZK,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,25.0970
CLP,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,1030.4850
TRY,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,37.3769
GBP,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,0.8441
USD,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,1.0472
BGN,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,1.9558
RSD,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,117.0750
MKD,EUR,2025-01-26 00:00:01.000 +0100,2025-01-27 00:00:01.000 +0100,61.5650
RON,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,4.9761
HRK,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,7.5345
RUB,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,117.2010
BRL,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,6.1866
ALL,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,98.6600
SEK,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,11.4590
MXN,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,21.2056
CHF,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,0.9494
CLP,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,1033.4750
RSD,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,117.0850
HUF,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,408.8500
CAD,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,1.5015
INR,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,90.3300
MKD,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,61.6800
UAH,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,44.0537
DKK,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,7.4614
TRY,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,37.3769
CZK,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,25.0970
BAM,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,1.9610
PLN,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,4.2138
USD,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,1.0472
BGN,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,1.9558
NOK,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,11.7495
GBP,EUR,2025-01-25 00:00:01.000 +0100,2025-01-26 00:00:01.000 +0100,0.8441
SEK,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,11.4685
USD,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,1.0404
BAM,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,1.9612
GBP,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,0.8447
CLP,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,1028.7150
MKD,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,61.4950
TRY,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,37.0993
CZK,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,25.1400
RUB,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,117.2010
HRK,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,7.5345
BRL,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,6.1921
ALL,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,98.3150
INR,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,89.9285
NOK,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,11.7305
RSD,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,117.1200
CHF,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,0.9442
BGN,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,1.9558
UAH,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,43.6613
PLN,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,4.2110
DKK,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,7.4606
CAD,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,1.4984
RON,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,4.9763
HUF,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,409.7000
MXN,EUR,2025-01-24 00:00:01.000 +0100,2025-01-25 00:00:01.000 +0100,21.2962
MKD,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,61.5350
SEK,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,11.4670
INR,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,90.2090
TRY,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,37.2312
HRK,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,7.5345
BGN,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,1.9558
CZK,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,25.1390
UAH,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,43.7890
DKK,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,7.4612
BRL,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,6.2738
CHF,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,0.9449
BAM,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,1.9609
GBP,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,0.8447
MXN,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,21.4707
HUF,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,411.0800
RSD,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,117.1700
PLN,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,4.2300
CLP,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,1035.1100
ALL,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,98.2250
USD,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,1.0443
CAD,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,1.4972
RUB,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,117.2010
NOK,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,11.7525
RON,EUR,2025-01-23 00:00:01.000 +0100,2025-01-24 00:00:01.000 +0100,4.9768
GBP,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,0.8455
ALL,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,98.3050
SEK,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,11.4750
RUB,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,117.2010
RSD,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,117.1350
CHF,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,0.9427
RON,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,4.9768
BRL,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,6.2685
MKD,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,61.6000
TRY,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,36.9008
CAD,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,1.4963
NOK,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,11.8170
DKK,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,7.4614
USD,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,1.0357
UAH,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,43.8111
BGN,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,1.9558
BAM,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,1.9607
INR,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,89.6860
MXN,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,21.4878
PLN,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,4.2538
CZK,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,25.1780
HUF,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,411.4800
CLP,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,1041.7600
HRK,EUR,2025-01-22 00:00:01.000 +0100,2025-01-23 00:00:01.000 +0100,7.5345
NOK,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,11.7665
INR,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,89.2735
CLP,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,1041.0600
DKK,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,7.4611
RON,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,4.9769
BGN,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,1.9558
CZK,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,25.2090
SEK,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,11.4945
USD,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,1.0316
HRK,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,7.5345
MXN,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,21.5304
UAH,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,43.8607
HUF,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,413.1500
TRY,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,36.7135
MKD,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,61.4300
RSD,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,117.1250
CHF,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,0.9429
RUB,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,117.2010
GBP,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,0.8459
BRL,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,6.2688
CAD,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,1.4924
PLN,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,4.2568
ALL,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,98.2600
BAM,EUR,2025-01-21 00:00:01.000 +0100,2025-01-22 00:00:01.000 +0100,1.9609
HRK,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,7.5345
RUB,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,117.2010
CHF,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,0.9394
HUF,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,412.6500
RON,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,4.9765
BGN,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,1.9558
MXN,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,21.4193
DKK,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,7.4608
CAD,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,1.4864
BAM,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,1.9608
RSD,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,117.1000
CLP,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,1034.7600
INR,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,89.1980
BRL,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,6.2518
MKD,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,61.5450
USD,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,1.0298
ALL,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,98.2200
NOK,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,11.7590
UAH,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,43.2584
SEK,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,11.5060
GBP,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,0.8445
PLN,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,4.2585
TRY,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,36.6271
CZK,EUR,2025-01-20 00:00:01.000 +0100,2025-01-21 00:00:01.000 +0100,25.2650
USD,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,1.0298
CHF,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,0.9394
PLN,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,4.2585
CAD,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,1.4864
MXN,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,21.4193
GBP,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,0.8445
TRY,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,36.6271
DKK,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,7.4608
HUF,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,412.6500
CZK,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,25.2650
BRL,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,6.2518
ALL,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,98.2200
HRK,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,7.5345
SEK,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,11.5060
CLP,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,1034.7600
NOK,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,11.7590
RUB,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,117.2010
BGN,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,1.9558
RON,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,4.9765
INR,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,89.1980
RSD,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,117.1000
UAH,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,43.2584
BAM,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,1.9608
MKD,EUR,2025-01-19 00:00:01.000 +0100,2025-01-20 00:00:01.000 +0100,61.5450
HRK,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,7.5345
TRY,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,36.6271
RON,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,4.9765
ALL,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,98.0900
USD,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,1.0298
BGN,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,1.9558
CAD,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,1.4864
CHF,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,0.9394
INR,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,89.1980
RUB,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,117.2010
SEK,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,11.5060
PLN,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,4.2585
CZK,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,25.2650
CLP,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,1036.4900
NOK,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,11.7590
UAH,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,43.3385
MXN,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,21.4193
GBP,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,0.8445
MKD,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,61.6800
HUF,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,412.6500
BRL,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,6.2518
BAM,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,1.9608
RSD,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,117.1000
DKK,EUR,2025-01-18 00:00:01.000 +0100,2025-01-19 00:00:01.000 +0100,7.4608
BRL,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,6.1984
MXN,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,21.1824
SEK,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,11.4850
UAH,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,43.3747
BGN,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,1.9558
RON,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,4.9754
MKD,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,61.5300
TRY,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,36.4071
HRK,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,7.5345
GBP,EUR,2025-01-17 00:00:01.000 +0100,2025-01-18 00:00:01.000 +0100,0.8426
