CURRENCY,BASE,VALID_FROM,VALID_TO,RATE
UAH,EUR,2025-03-20 00:00:01.000 +0100,2025-03-21 00:00:01.000 +0100,45.2374
USD,EUR,2025-03-20 00:00:01.000 +0100,2025-03-21 00:00:01.000 +0100,1.0897
HRK,EUR,2025-03-20 00:00:01.000 +0100,2025-03-21 00:00:01.000 +0100,7.5345
USD,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,1.0918
CAD,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,1.5599
PEN,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,3.9675
BGN,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,1.9558
BRL,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,6.2091
UAH,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,45.4436
MXN,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,21.8986
ALL,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,99.2800
HRK,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,7.5345
RON,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,4.9774
MKD,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,61.7150
NOK,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,11.5280
TRY,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,40.0200
RSD,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,117.2250
CLP,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,1000.6050
PLN,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,4.1750
CHF,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,0.9601
SEK,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,10.9970
INR,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,94.5045
BAM,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,1.9610
RUB,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,117.2010
HUF,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,397.3300
DKK,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,7.4598
GBP,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,0.8417
CZK,EUR,2025-03-19 00:00:01.000 +0100,2025-03-20 00:00:01.000 +0100,25.0380
USD,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,1.0903
CLP,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,1007.5850
MKD,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,61.5500
INR,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,94.6310
CZK,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,25.0350
RON,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,4.9775
UAH,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,45.3786
HUF,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,399.2800
GBP,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,0.8403
ALL,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,99.4300
HRK,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,7.5345
DKK,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,7.4607
PLN,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,4.1863
CHF,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,0.9616
PEN,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,3.9820
RSD,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,117.1400
MXN,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,21.6851
SEK,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,11.0225
RUB,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,117.2010
BGN,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,1.9558
CAD,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,1.5625
BAM,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,1.9608
BRL,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,6.2238
NOK,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,11.5283
TRY,EUR,2025-03-18 00:00:01.000 +0100,2025-03-19 00:00:01.000 +0100,39.9780
USD,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,1.0889
CAD,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,1.5691
PLN,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,4.1723
INR,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,94.6655
BAM,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,1.9608
GBP,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,0.8418
MKD,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,61.4700
BGN,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,1.9558
DKK,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,7.4601
NOK,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,11.6200
ALL,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,99.5000
UAH,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,45.1051
TRY,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,39.9381
HRK,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,7.5345
MXN,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,21.7571
PEN,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,3.9785
BRL,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,6.2683
CZK,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,25.0140
RSD,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,117.2300
RUB,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,117.2010
CLP,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,1012.1950
SEK,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,11.0538
RON,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,4.9768
HUF,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,399.4800
CHF,EUR,2025-03-17 00:00:01.000 +0100,2025-03-18 00:00:01.000 +0100,0.9641
NOK,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,11.6200
BRL,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,6.2683
MXN,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,21.7571
INR,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,94.6655
HRK,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,7.5345
ALL,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,99.5000
USD,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,1.0889
GBP,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,0.8418
UAH,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,45.1051
PEN,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,3.9785
CAD,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,1.5691
SEK,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,11.0538
HUF,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,399.4800
PLN,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,4.1723
BAM,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,1.9608
RSD,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,117.2300
CHF,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,0.9641
CZK,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,25.0140
BGN,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,1.9558
CLP,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,1012.1950
DKK,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,7.4601
TRY,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,39.9381
RON,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,4.9768
MKD,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,61.4700
RUB,EUR,2025-03-16 00:00:01.000 +0100,2025-03-17 00:00:01.000 +0100,117.2010
BGN,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,1.9558
SEK,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,11.0538
CAD,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,1.5691
HUF,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,399.4800
TRY,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,39.9381
MXN,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,21.7571
GBP,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,0.8418
BAM,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,1.9606
RSD,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,117.1800
RON,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,4.9768
CLP,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,1015.8050
USD,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,1.0889
HRK,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,7.5345
BRL,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,6.2683
NOK,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,11.6200
CZK,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,25.0140
ALL,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,99.5000
MKD,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,61.4700
DKK,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,7.4601
UAH,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,45.1052
CHF,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,0.9641
RUB,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,117.2010
PLN,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,4.1723
INR,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,94.6655
PEN,EUR,2025-03-15 00:00:01.000 +0100,2025-03-16 00:00:01.000 +0100,3.9785
UAH,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,45.0822
TRY,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,39.6459
MKD,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,61.5550
NOK,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,11.5975
PLN,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,4.1965
BAM,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,1.9607
CLP,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,1014.6100
MXN,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,21.8318
DKK,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,7.4605
RON,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,4.9775
HRK,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,7.5345
RUB,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,117.2010
USD,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,1.0830
RSD,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,117.1450
CHF,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,0.9579
CAD,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,1.5591
GBP,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,0.8378
INR,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,94.2700
SEK,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,11.0700
ALL,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,99.4650
HUF,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,400.2800
BGN,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,1.9558
BRL,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,6.3032
CZK,EUR,2025-03-14 00:00:01.000 +0100,2025-03-15 00:00:01.000 +0100,25.0930
BRL,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,6.3587
CAD,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,1.5684
ALL,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,99.4850
BAM,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,1.9610
HRK,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,7.5345
USD,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,1.0886
GBP,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,0.8408
SEK,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,10.9765
RUB,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,117.2010
RON,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,4.9774
MKD,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,61.6050
CHF,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,0.9619
NOK,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,11.6085
CLP,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,1022.5350
PLN,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,4.1955
CZK,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,25.0130
HUF,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,399.7800
TRY,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,39.8526
MXN,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,22.0364
BGN,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,1.9558
DKK,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,7.4591
UAH,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,45.3833
INR,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,94.9275
RSD,EUR,2025-03-13 00:00:01.000 +0100,2025-03-14 00:00:01.000 +0100,117.0900
MXN,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,22.2142
CLP,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,1021.3050
DKK,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,7.4587
TRY,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,39.9270
CHF,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,0.9608
SEK,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,10.9815
BRL,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,6.3688
PLN,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,4.2003
INR,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,95.1455
BAM,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,1.9607
RUB,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,117.2010
CZK,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,24.9630
HRK,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,7.5345
MKD,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,61.5500
ALL,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,99.3500
UAH,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,45.2617
USD,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,1.0912
HUF,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,401.7800
CAD,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,1.5731
RSD,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,117.1500
BGN,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,1.9558
RON,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,4.9771
GBP,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,0.8437
NOK,EUR,2025-03-12 00:00:01.000 +0100,2025-03-13 00:00:01.000 +0100,11.6340
BRL,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,6.2887
NOK,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,11.6705
ALL,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,99.3800
RON,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,4.9765
BGN,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,1.9558
USD,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,1.0845
TRY,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,39.6428
RUB,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,117.2010
INR,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,94.6938
DKK,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,7.4584
CLP,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,1010.3750
CAD,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,1.5642
RSD,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,117.0800
CHF,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,0.9512
HRK,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,7.5345
MKD,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,61.5650
UAH,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,44.8268
GBP,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,0.8385
PLN,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,4.1960
MXN,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,21.9075
CZK,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,24.9570
SEK,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,10.9695
BAM,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,1.9611
HUF,EUR,2025-03-11 00:00:01.000 +0100,2025-03-12 00:00:01.000 +0100,399.4500
USD,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,1.0857
DKK,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,7.4589
BRL,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,6.2617
NOK,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,11.7590
RUB,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,117.2010
TRY,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,39.5792
ALL,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,98.9900
CZK,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,25.0160
HUF,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,399.2800
RON,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,4.9757
UAH,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,44.6882
GBP,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,0.8409
CLP,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,1007.1300
SEK,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,10.9715
MXN,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,22.0490
CHF,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,0.9557
RSD,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,117.1150
BAM,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,1.9608
CAD,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,1.5566
BGN,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,1.9558
HRK,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,7.5345
INR,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,94.4435
MKD,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,61.4350
PLN,EUR,2025-03-10 00:00:01.000 +0100,2025-03-11 00:00:01.000 +0100,4.1788
HUF,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,399.2800
ALL,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,98.9900
RON,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,4.9757
DKK,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,7.4589
TRY,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,39.5792
MXN,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,22.0490
UAH,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,44.6882
GBP,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,0.8409
HRK,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,7.5345
BGN,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,1.9558
CAD,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,1.5566
CHF,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,0.9557
CLP,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,1007.1300
BAM,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,1.9608
INR,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,94.4435
NOK,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,11.7590
RUB,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,117.2010
BRL,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,6.2617
PLN,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,4.1788
SEK,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,10.9715
RSD,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,117.1150
MKD,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,61.4350
CZK,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,25.0160
USD,EUR,2025-03-09 00:00:01.000 +0100,2025-03-10 00:00:01.000 +0100,1.0857
SEK,EUR,2025-03-08 00:00:01.000 +0100,2025-03-09 00:00:01.000 +0100,10.9715
GBP,EUR,2025-03-08 00:00:01.000 +0100,2025-03-09 00:00:01.000 +0100,0.8409
